"placekey","location_name","latitude","longitude"
zzy-222@627-s9t-3dv,Pebble Stone Triangle,40.712828,-73.85182
zzz-222@627-s7z-649,Pink Playground,40.666598,-73.862616
zzz-222@627-vvj-7qz,Clawson Playground,40.560349,-74.12393
zzz-222@627-s6g-9vf,Parks Council Success Garden,40.813805,-73.942815
zzw-222@627-s8k-cbk,East Village Bed & Coffee,40.724039,-73.978446
zzz-222@627-rwq-vpv,Hunts Point Riverside Park,40.817676,-73.88148
zzz-222@627-vty-gc5,Sports Park,40.609552,-74.119886
zzy-222@627-wgr-jd9,Dunkin',40.592511,-73.908228
zzz-222@627-s5x-mhq,Riverbend Playground,40.872061,-73.905949
227-222@627-s4r-5xq,Central Parking,40.772552,-73.989406
zzz-222@627-s69-vzz,Mount Eden Malls,40.842845,-73.908206
zzz-222@627-wh4-vs5,P S 369 Annex,40.648826,-73.957027
zzy-222@627-s8f-kfz,Murray Playground,40.747101,-73.948538
zzy-227@627-s9c-zpv,Dunkin',40.756332,-73.845909
zzz-222@627-vs9-kzz,Brookfield Park,40.56543,-74.161873
226-223@627-s6j-brk,Nyc Parks & Recreation St James Ctr,40.864481,-73.89897
zzz-222@627-wbz-4gk,Bowling Green,40.704818,-74.013694
zzz-222@627-wdk-33q,Herman Dolgon Playground,40.597981,-73.939943
zzz-222@627-s84-87q,Powell Playground,40.671281,-73.904898
zzz-222@627-s6h-59f,Davidson Playground,40.855061,-73.907708
zzw-224@627-s9d-q4v,Keith's Grill,40.757719,-73.845476
zzy-222@627-wg7-g49,New York City Department Of Parks And Recreation,40.660941,-73.903953
222-223@627-s8z-n3q,Cafe,40.670895,-73.963605
222-222@627-wdg-7nq,Abe Stark Arena,40.573165,-73.985659
zzy-222@627-wc7-789,Thomas Paine Park,40.715742,-74.003675
zzy-222@627-wc7-5pv,David Kaplan Martial Arts,40.714854,-74.000081
zzz-222@627-tkc-9s5,Seagirt Ave Wetlands,40.596807,-73.740788
zzw-223@627-s7v-kpv,Forest Hills Spa,40.735507,-73.857599
zzz-222@627-vv7-3nq,Barrett Park,40.625375,-74.115043
zzy-223@627-s4t-wx5,Marcus Garvey Park,40.801847,-73.943807
zzy-222@627-s4k-m49,Central Parking,40.789242,-73.975019
zzy-222@627-s9r-9j9,New York City Department Of Parks And Recreation,40.693587,-73.795217
zzz-222@627-rzx-f2k,Mall Forty Two Xlii,40.762142,-73.773926
zzz-222@627-s8q-yvz,Dag Hammarskjold Plaza,40.752559,-73.969405
zzz-222@627-vsj-xbk,Pralls Island,40.60857,-74.201824
zzz-222@627-s7v-yvz,Sherry Dog Run,40.741326,-73.898828
zzy-225@627-s8q-wc5,Central Park Conservancy,40.764258,-73.971928
zzz-222@627-s26-ckf,Mentone Playground,40.666172,-73.743245
zzw-222@627-s8z-mtv,Mount Prospect Park,40.671862,-73.967011
zzz-222@627-rwx-ckf,Haviland Playground,40.82916,-73.858697
zzz-223@627-s84-ghq,Powell Street Livonia Garden,40.663362,-73.901846
zzz-222@627-rzr-b6k,Mclaughlin Playground,40.725577,-73.766241
zzz-222@627-wc7-c3q,Canal Park,40.7255,-74.010711
zzw-222@627-vv4-49z,Carousel For All Children,40.604814,-74.155637
zzz-222@627-wdj-vj9,Homecrest Playground,40.58591,-73.957255
zzz-222@627-s6b-r6k,Rainey Park,40.819206,-73.896838
zzz-222@627-s7t-s89,Ps 139,40.727921,-73.862231
zzz-222@627-s8x-b6k,Chester Playground,40.668256,-73.911649
zzz-222@627-s7q-vcq,Grover Cleveland Playground,40.710709,-73.911527
zzz-222@627-w9f-z75,Fort Hill Park,40.641185,-74.08174
zzy-222@627-s26-n3q,New York City Department Of Parks And Recreation,40.674555,-73.756764
zzy-222@627-sb4-tsq,Trekking Tru Time,40.774521,-73.899615
zzw-222@627-vsg-q2k,I S 72,40.591894,-74.1583
zzz-222@627-s22-dsq,Cambria Playground,40.689503,-73.74305
zzz-222@627-wfc-nqz,Fort Hamilton Athletic Field,40.626376,-74.037626
zzz-222@627-s7w-bkz,Lawrence Virgilio Playground,40.747678,-73.911428
zzz-222@627-wc7-qfz,The Public Theater,40.729056,-73.991746
zzw-222@627-rzv-975,Castlewood Playground,40.749683,-73.721435
zzy-222@627-rzs-8qf,Potomogeton Pond,40.73012,-73.750121
zzz-222@627-s6d-x3q,Mckenna Square,40.838419,-73.939356
zzw-229@627-s8r-f75,Artisans of New York,40.753605,-73.983258
zzz-222@627-s9s-6kz,St Albans Park,40.6928,-73.77864
zzz-222@627-s6h-tsq,Webster Playground,40.85958,-73.893035
zzz-222@627-wgm-zj9,Four Sparrow Marsh,40.601691,-73.905527
zzy-222@627-vv3-g8v,Mount Moses,40.605164,-74.149001
zzw-222@627-wgr-k4v,Marine Park Golf Course,40.59681,-73.912393
zzw-222@627-s7y-xnq,Cypress Hills Playground,40.670482,-73.871128
zzw-224@627-s8z-qmk,Agape Sanctuary Inc,40.675081,-73.962156
zzz-222@627-s8r-st9,Recreation Center 54,40.756543,-73.96526
zzy-224@627-s4n-8sq,American Museum of Natural History,40.781217,-73.97387
zzz-222@627-s8j-8n5,Dr Gertrude B Kelly Playground,40.741591,-74.002058
zzz-222@627-s6f-z4v,Fred Samuel Playground,40.817156,-73.939237
zzz-222@627-rwr-dqf,Watson Gleason Playground,40.828233,-73.868917
zzz-222@627-s9z-vs5,Grand Central Parkway,40.716477,-73.82229
zzw-222@627-s9d-3qz,Gulf Oil,40.767381,-73.864986
zzz-222@627-rwx-cdv,Black Rock Playground,40.828471,-73.857985
zzz-222@627-rwc-5mk,Ciccarone Park,40.855979,-73.886694
zzw-222@627-s8z-qmk,Kurdish Museum,40.675098,-73.96214
zzz-222@627-wc3-f9f,Nicholas Naquan Heyward Jr Park,40.684627,-73.987975
zzw-222@627-vvj-zzz,Nyc Open Space 255,40.583368,-74.097651
224-223@627-wbz-59f,Battery Park City Park,40.707843,-74.017252
zzy-222@627-wc7-45f,Spring Street Park,40.725398,-74.004694
zzz-222@627-wbv-ct9,P S 111,40.766027,-73.990245
zzy-223@627-s8r-fcq,Casa Toscana,40.753965,-73.983377
228-222@627-rvx-6tv,Shotokai USA,40.786591,-73.792338
zzz-222@627-s9q-5cq,P S 117,40.710708,-73.812879
zzy-222@627-s4n-g6k,Cherry Hill Fountain,40.773559,-73.97345
zzz-222@627-wbv-975,HellS Kitchen Park,40.763012,-73.992552
zzz-222@627-s6c-dvz,Stebbins Playground,40.822936,-73.898356
zzz-222@627-sb9-ch5,P S 151,40.758312,-73.907739
224-222@627-wh2-p9z,Greenwood Park,40.659376,-73.987859
zzz-222@627-s4v-nh5,Dr Ronald E Mcnair Playground,40.802653,-73.938127
223-222@627-s5x-r8v,Garden of Eden,40.874397,-73.910388
227-224@627-s8r-9cq,Central Park Electrical,40.763437,-73.978085
22k-222@627-wc3-qfz,Brooklyn Bridge Park,40.694154,-73.999262
zzy-223@627-s8n-y9z,New York City Department Of Parks And Recreation,40.769226,-73.949671
zzy-222@627-s96-snq,New York City Department Of Parks And Recreation,40.705857,-73.947449
zzz-222@627-s84-vs5,Schenck Playground,40.66563,-73.886161
zzy-222@627-s88-249,Forest Park Bandshell,40.698389,-73.858397
222-223@627-wdg-bhq,Brooklyn Cyclones,40.574803,-73.984649
zzz-222@627-wg3-ygk,Flatbush Malls,40.632286,-73.963364
zzz-222@627-s6j-47q,Quarry Ballfields,40.85114,-73.891774
222-222@627-s6n-7wk,New Leaf Restaurant,40.860785,-73.932731
zzw-222@627-s7k-f2k,I S 73,40.730416,-73.892147
zzz-222@627-s8z-wx5,Jackie Robinson Playground,40.665739,-73.959255
zzz-222@627-s7k-45f,Elmhurst Park,40.730122,-73.885083
zzz-222@627-s8x-wp9,Albert J Parham Playground,40.690199,-73.970811
zzz-222@627-tnw-hnq,South Rochdale Playground,40.673881,-73.769065
zzy-222@627-tmm-ch5,New York City Department Of Parks And Recreation,40.584982,-73.80987
zzz-222@627-wdd-ndv,Benson Playground,40.602301,-74.002351
zzy-222@627-wby-zvf,The Beer Garden,40.701464,-74.014875
zzz-222@627-tnv-fs5,Rochdale Park,40.674294,-73.774303
zzy-222@627-wdg-7qz,Pat Auletta Steeplechase Pier,40.572361,-73.985006
zzz-222@627-wc3-66k,Dimattina Playground,40.680082,-74.002659
zzz-222@627-wc8-yqf,Alfred E Smith Playground,40.710622,-73.997428
zzz-222@627-s5x-vs5,Spuyten Duyvil Shorefront Park,40.878317,-73.92067
zzz-223@627-wd8-vs5,Lafayette Playground Benson,40.594904,-73.985239
zzz-222@627-s65-389,Riverdale Park,40.893824,-73.919618
zzy-226@627-wbz-tjv,Visalia Skin Care,40.712765,-74.005947
zzz-222@627-vsr-3qz,Carlton Park Foster,40.53309,-74.202145
zzz-222@627-wh4-b49,Seeley Park,40.653391,-73.977934
zzz-222@627-s6g-gzf,River Avenue Parks,40.825855,-73.926682
zzz-222@627-s65-8jv,Riverdale Playground,40.887636,-73.91481
zzz-222@627-s8f-td9,Bridge And Tunnel Park,40.741916,-73.951323
zzy-222@627-vvh-rx5,New York City Department Of Parks And Recreation,40.556568,-74.144682
zzw-222@627-sb2-ffz,Mta Q64,40.729502,-73.81716
zzz-222@627-s6k-kpv,H S 690 692,40.831795,-73.877768
zzw-222@627-wc9-mrk,Coleman Playground Skate Park,40.711627,-73.992781
zzz-222@627-s9c-xdv,Louis Armstrong Playground,40.754956,-73.855445
zzz-222@627-s8n-m49,Costco Esplanade,40.766279,-73.940627
zzz-222@627-wc7-y5f,Desalvio Playground,40.721649,-73.996115
zzy-222@627-s8x-td9,New York City Department Of Parks And Recreation,40.683903,-73.972511
zzz-222@627-wd8-v2k,Marlboro Playground,40.591102,-73.980821
223-222@627-s8r-f75,Bryant Park Grill,40.753158,-73.982931
zzz-222@627-wg7-k9f,100 Playground,40.646387,-73.899075
zzy-222@627-s8f-87q,Collision Repair First Av,40.744964,-73.973246
zzz-222@627-wdf-bhq,Surf Playground,40.573737,-73.992342
zzw-222@627-vtj-jn5,Hand and Stone,40.530179,-74.23342
zzz-222@627-wgx-nkf,John Allen Payne Park,40.639925,-74.024177
zzz-222@627-s6j-rzf,Daniel Boone Playground,40.829696,-73.885986
224-224@627-wdd-kcq,Skifter Fitness,40.59511,-74.001473
zzz-222@627-s8v-tvz,Ms 267,40.688077,-73.931543
zzz-223@627-s5x-hyv,P S,40.881418,-73.905399
zzz-222@627-wg6-m8v,P S 233,40.651888,-73.914505
zzz-222@627-tn5-649,Hook Creek Park,40.648326,-73.741987
222-222@627-s8r-nh5,Central Parking,40.764937,-73.960798
zzz-222@627-s8z-r6k,Dr Ronald Mcnair Park,40.67042,-73.961999
zzz-222@627-rzs-575,Motor Parkway,40.736749,-73.75491
zzy-222@627-s8k-zpv,Siempre Verde Garden,40.71992,-73.984007
zzy-222@627-s7t-x3q,Lost Battalion Hall,40.731723,-73.865541
zzy-222@627-tnz-4d9,New York City Department Of Parks And Recreation,40.667345,-73.807927
zzz-222@627-vtx-5xq,Westerleigh Park,40.619836,-74.134487
224-224@627-s8z-xnq,P S 375,40.664492,-73.95945
zzy-223@627-rwq-sh5,New York City Department Of Parks And Recreation,40.810334,-73.882254
zzz-222@627-s9h-pvz,Playground Twenty One,40.778237,-73.798661
zzy-222@627-s6m-sdv,George Washington Bridge Park,40.850776,-73.940744
zzz-222@627-s4t-975,St Nicholas Playground South,40.810869,-73.947382
223-222@627-s4r-4sq,Structural Contracting Svces,40.773339,-73.983436
zzz-222@627-s6c-9vf,Fountain Of Youth Playground,40.813704,-73.905266
zzy-222@627-wg5-8n5,Marine Park Unofficial Dog Beach,40.605984,-73.933762
zzz-222@627-sb5-9cq,Steinway Playground,40.776642,-73.903203
22k-222@627-wh3-pjv,Lice Removal Park Slope,40.675902,-73.981636
zzz-222@627-s8k-2x5,Herald Square,40.749489,-73.987578
zzz-222@627-s9w-s3q,Utopia Playground,40.730733,-73.79294
zzy-223@627-s6n-b6k,New York City Department Of Parks And Recreation,40.86282,-73.931646
zzy-222@627-w9f-xt9,Skyline Playground,40.639646,-74.089739
zzz-222@627-s92-4n5,Brower Park,40.673664,-73.943371
zzy-222@627-s4r-skf,Tarr Coyne Tots Playground,40.773265,-73.977058
zzz-222@627-wfg-wff,George Cromwell Center,40.637175,-74.072475
zzz-222@627-rwt-ghq,Throgs Neck Park,40.834041,-73.827939
zzz-222@627-s4t-3bk,Jacob H Schiff Playground,40.821076,-73.952007
zzw-222@627-s6c-835,St MaryS Park,40.810174,-73.911025
zzy-223@627-s69-rhq,Heritage Field,40.827508,-73.927819
zzw-222@627-wc8-xdv,Sweet Pea CSA,40.711197,-73.993922
zzz-222@627-s7r-35z,P S 75 Robert E Peary,40.698571,-73.904627
zzz-222@627-s9q-gtv,Captain Tilly Park,40.71219,-73.798817
zzz-222@627-s6k-5cq,Model T Senior CitizenS Garden,40.83102,-73.894252
zzz-223@627-wg3-kpv,P S 152k,40.632654,-73.953395
zzw-222@627-s9f-cyv,Triassic Playground,40.738375,-73.837235
zzz-222@627-rw6-vj9,Zimmerman Playground,40.866054,-73.868738
zzy-222@627-wh3-kmk,Park Slope's Down to Earth Farmers Market,40.67217,-73.984105
zzw-222@627-rwh-rkz,The First Tee of Metropolitan New York,40.888841,-73.882755
zzz-222@627-wc3-ffz,Boerum Park,40.684489,-73.990271
zzz-222@627-s69-w6k,Michel Triangle,40.839164,-73.905865
zzy-222@627-s4v-tqf,Jefferson Park,40.794773,-73.936002
zzz-222@627-s9r-9pv,Jamaica Playground,40.693763,-73.79143
zzw-222@627-s69-rrk,Mohegan Sun Sports Bar,40.829168,-73.926605
229-222@627-tk7-4vz,Community Church of God In Christ,40.592241,-73.802834
zzz-222@627-tnz-n5z,Frederick B Judge Playground,40.683757,-73.807959
22y-223@627-wh4-p9z,MTA Prospect Park Subway Station B Q,40.654139,-73.959829
zzz-223@627-s8v-syv,P O Reinaldo Salgado Playground,40.687623,-73.926493
zzy-223@627-s9p-ygk,Prospect Cemetery,40.701654,-73.798757
22x-223@627-s8r-t5f,Central Parking,40.761102,-73.962012
zzz-222@627-s4v-9j9,Adam Clayton Powell Jr Malls,40.804226,-73.95179
zzy-222@627-s2c-7qz,Entertainment Careers After School Program Is 192,40.706317,-73.753306
zzz-222@627-tkc-s89,M S 53,40.604424,-73.75001
222-227@627-s69-pjv,Wiener Todd,40.829661,-73.926188
zzz-222@627-s6c-vpv,Hines Park,40.828663,-73.905581
zzz-222@627-vv4-cwk,Westwood Park,40.606055,-74.141665
zzz-222@627-s8g-t7q,P S 31,40.72643,-73.949533
224-222@627-wbz-52k,Gigino At Wagner Park,40.705052,-74.01818
zzz-222@627-s94-8n5,Evergreen Playground,40.686126,-73.910566
zzy-222@627-wc3-n5z,Palmetto Playground,40.691927,-73.998766
zzw-228@627-wc2-5j9,Gateway Parking Corp,40.711076,-74.016456
222-222@627-vtz-8d9,The Lake Club,40.617919,-74.108229
zzz-222@627-s7t-pvz,Macdonald Park,40.722406,-73.847054
229-223@627-s92-4jv,Little Things Toy Store,40.674673,-73.943872
zzw-222@627-s4v-m49,Wagner Houses Pool,40.801527,-73.93234
zzy-222@627-vsn-pn5,Wolfe Pond Bay,40.526641,-74.178889
zzz-223@627-s6k-ks5,P S 195,40.830922,-73.877104
zzz-222@627-s85-syv,Breukelen Ballfields,40.650727,-73.891468
zzz-222@627-s5w-skf,Nyc Open Space 122,40.872736,-73.91448
zzw-222@627-s96-snq,Kollel Lhoruah,40.706145,-73.947278
zzz-222@627-s6m-92k,Bridge Park,40.846031,-73.927449
23k-223@627-wh2-k2k,The Soup Bowl of Park Slope,40.667019,-73.981211
zzw-222@627-vsg-68v,Willowbrook Park,40.604301,-74.16208
zzz-222@627-s6b-pgk,Playground 52 Lii,40.814921,-73.901982
zzw-222@627-s8v-c5z,P S 93,40.679266,-73.946478
zzz-222@627-s6h-kxq,Ps 91,40.857345,-73.907183
zzz-222@627-s8r-rhq,Sutton Place Park,40.756726,-73.960235
zzz-222@627-rzz-w6k,Delphin H Greene Playground,40.685249,-73.728734
zzz-222@627-wc8-4qf,Downing Street Playground,40.729824,-74.002667
zzz-222@627-s6h-5j9,Walton Park,40.855273,-73.905183
22q-222@627-wc7-qvf,Central Parking,40.724891,-73.99115
zzz-222@627-wh3-btv,Park Slope Playground,40.677153,-73.978631
zzz-222@627-wgy-zxq,Mckinley Park,40.626795,-74.016294
zzz-222@627-s88-zj9,Vito Locascio Field,40.669832,-73.843339
zzw-222@627-wc8-py9,Mclaughlin Park,40.696533,-73.986305
zzy-222@627-s6k-bp9,Old West Farms Soldiers Cemetery,40.843585,-73.879324
zzy-222@627-s5x-99f,Neuro Psychology Practice,40.867517,-73.931709
zzz-222@627-s8q-4sq,Torsney Playground,40.74743,-73.921434
zzy-222@627-wc3-nbk,Pilot,40.692586,-74.000687
zzz-222@627-s8y-qfz,Crispus Attucks Playground,40.681486,-73.958969
zzw-223@627-rvf-tvz,Nyc Open Space 161,40.862925,-73.824698
222-222@627-s4v-t7q,Thomas Jefferson Recreation Center,40.793514,-73.936832
zzy-222@627-wgk-kcq,Battery Harris East,40.55469,-73.928312
zzz-222@627-s8m-6ff,American Playground,40.728854,-73.957903
zzy-223@627-wc7-z4v,Frederic Sealey,40.723782,-73.990535
222-223@627-s69-rrk,Benihana,40.829289,-73.927847
zzy-222@627-wdb-ce5,Soccer Heroes,40.575026,-73.97129
zzy-223@627-s4q-y9z,Eleanor Roosevelt statue in Riverside Park,40.779998,-73.985285
zzy-222@627-s7t-fmk,Russell Sage Playground,40.723723,-73.851465
zzz-222@627-s6j-8vz,Devoe Park,40.863105,-73.907122
zzy-222@627-s8v-tgk,Saratoga Park,40.684318,-73.926516
zzw-223@627-s7n-fzz,Victory Field,40.702478,-73.855663
zzz-222@627-vsw-n89,Crescent Beach Park,40.532775,-74.145841
zzz-222@627-s64-v9f,Bailey Playground,40.881931,-73.900137
zzy-22f@627-wbz-tjv,Clorox,40.712776,-74.005989
zzz-222@627-wc7-x5z,Allen Mall One,40.718702,-73.990641
zzw-223@627-s8z-wp9,The Palm House,40.666624,-73.961974
zzy-222@627-s9y-h89,New York City Department Of Parks And Recreation,40.711756,-73.788659
zzz-222@627-rw6-qj9,Williamsbridge Square,40.878061,-73.866105
zzz-222@627-wfy-n3q,Sunners Playground,40.63256,-73.929583
zzz-222@627-vv5-4sq,Richmond Terrace Storehouse,40.638178,-74.121873
zzy-222@627-sb6-p5f,New York City Department Of Parks And Recreation,40.754138,-73.889362
zzz-222@627-wdd-zs5,Bath Beach Park,40.602584,-74.011377
zzz-222@627-s9x-td9,Fresh Meadows Playground,40.73413,-73.796025
zzy-222@627-wdb-3h5,Scarangella Park,40.603016,-73.986108
22n-222@627-s9f-snq,Park Terrace Care Center Incor,40.738923,-73.850287
zzy-222@627-wfb-5vf,The Boardwalk Cafe South Beach,40.589318,-74.066367
zzz-222@627-s5x-snq,Henry Hudson Park,40.880859,-73.921267
zzy-222@627-w9g-nwk,Baker Square,40.64212,-74.076405
zzz-222@627-tk6-k9f,Beach 30Th Street Playground,40.592209,-73.763306
zzz-222@627-wfb-9zz,Staats Circle,40.59936,-74.072288
222-222@627-s8j-s3q,Soccer with Mike,40.736142,-73.975714
zzz-222@627-s85-y7q,Fresh Creek Nature Preserve,40.644254,-73.883973
zzz-222@627-s6k-rff,Tremont Park,40.845483,-73.894659
zzw-222@627-rw7-z4v,Nyc Open Space 150,40.847782,-73.841749
zzz-222@627-wg7-6kz,Fidler Wyckoff House Park,40.644105,-73.920896
zzz-222@627-rzt-5s5,P S 98,40.768812,-73.750255
zzz-222@627-s4t-w6k,Peter Minuit Playground,40.794776,-73.9471
zzz-222@627-s7r-pvz,Reiff Playground,40.718788,-73.901809
zzz-222@627-wdk-v4v,Garibaldi Playground,40.608926,-74.000146
zzz-222@627-tmp-qzz,Park 128,40.581937,-73.8506
zzz-222@627-s6k-swk,Garden Of Happiness,40.848537,-73.884985
zzz-222@627-s8q-bkz,John Vincent Daniels Jr Square,40.744022,-73.913478
zzw-224@627-s8r-f75,DogWalkingNYC,40.753572,-73.983246
zzz-222@627-s8b-2tv,Crystal Wells Block Association,40.678039,-73.875388
zzz-222@627-wc2-kvf,Cobble Hill Park,40.688294,-73.996269
zzz-227@627-sb6-3yv,Gorman Playground,40.762394,-73.884203
zzy-222@627-s9t-7h5,Marco Giovanelli Playground,40.700721,-73.842322
zzz-223@627-wc2-pvz,St MaryS Playground,40.675806,-73.997531
zzz-223@627-s9r-vcq,P S 160,40.688439,-73.799449
zzz-222@627-wc9-87q,John V Lindsay East River Park,40.710476,-73.982387
zzw-222@627-wbz-tjv,Ester's,40.712809,-74.006208
zzy-222@627-s8y-xqz,The Stand NY,40.691499,-73.975246
zzz-222@627-wdf-rx5,Coney Island Creek Park,40.581335,-74.004089
zzy-227@627-wbz-tjv,Zkoantiaging Skintreatment,40.712775,-74.005966
zzw-225@627-wg8-mc5,Pacplex,40.626543,-73.901844
zzz-222@627-wbn-cyv,Nyc Open Space 109,40.749302,-74.007366
zzz-222@627-rwm-jy9,P O Serrano Playground,40.823317,-73.851476
239-222@627-wgx-4sq,Boro Park Nutrition,40.63885,-73.990499
zzz-222@627-s4v-9xq,Martin Luther King Jr Playground,40.80006,-73.950498
zzz-222@627-s6h-q2k,Galileo Playground,40.848653,-73.915637
zzz-222@627-s89-h3q,John Adams Playground,40.677318,-73.835475
zzz-222@627-tk7-fj9,Park 89,40.5902,-73.814611
zzy-222@627-wbt-qj9,Central Parking,40.749919,-73.999113
zzz-222@627-sbb-bp9,Hoyt Playground,40.771723,-73.917363
22z-222@627-s8g-xh5,Central Parking,40.718044,-73.955995
zzz-222@627-s8b-35z,City Line Park,40.678874,-73.874235
zzw-222@627-s6f-bp9,Fort Washington Park,40.847498,-73.946375
zzy-223@627-wgr-jd9,Bolla Market,40.592256,-73.908186
zzz-222@627-wg6-t9z,Remsen Playground,40.642037,-73.907574
zzz-222@627-s9z-xt9,Freedom Square Playground,40.723468,-73.820363
zzw-222@627-rzx-s89,Golf Center Alley Pond,40.765144,-73.74902
zzw-222@627-wh4-3bk,Prospect Park Tennis Center,40.651261,-73.970286
22x-222@627-rw9-t9z,Number One Restaurant,40.867787,-73.900026
zzz-222@627-s8v-3qz,Fulton Park,40.679751,-73.932314
zzz-222@627-s4n-pvz,Cherry Tree Park,40.787322,-73.947288
222-222@627-s6j-kzz,Boost Mobile,40.836661,-73.884836
224-222@627-s8j-hh5,Union Park Events,40.73793,-73.991452
zzz-222@627-s8f-3bk,Greenpoint Playground,40.735772,-73.958852
zzz-222@627-s7k-99f,Juniper Valley Park,40.72031,-73.880386
zzz-222@627-tk7-sqz,Almeda Playground,40.593626,-73.794547
zzz-222@627-s8n-y9z,John Jay Park,40.76915,-73.949838
zzz-222@627-s84-hbk,Nehemiah Park,40.662084,-73.905619
zzz-222@627-wd9-sqz,Cutinella Triangle,40.592275,-73.976947
zzz-222@627-vst-st9,Prescott Playground,40.522456,-74.185989
zzz-222@627-tk9-dsq,Rockaway Beach And Boardwalk,40.588639,-73.789205
zzz-222@627-rw8-hyv,Burns Playground,40.863178,-73.836583
zzz-222@627-s2b-snq,211 Malls,40.713621,-73.748684
zzz-222@627-s83-7kf,157 41 Cross Bay Boulevard,40.661371,-73.840063
zzz-222@627-s4v-vpv,Pleasant Village Community Garden,40.796598,-73.931565
zzy-222@627-rzw-wkz,Queens Camp Summer Programs,40.758187,-73.760653
zzy-223@627-wby-z4v,Table Green Cafe,40.703024,-74.016015
zzz-222@627-wc3-835,Columbus Park Adams,40.692866,-73.990476
zzz-222@627-s5x-g49,Marble Hill Playground,40.877568,-73.907838
225-223@627-sbg-t35,Ps 179,40.809274,-73.919526
zzz-222@627-s4v-w8v,P S 155 Playground,40.797374,-73.935483
zzz-222@627-wgv-n3q,DEmic Playground,40.656066,-74.004981
zzz-222@627-s6n-4jv,Cedar Playground,40.854855,-73.917557
zzz-222@627-s6n-2kz,University Malls,40.849444,-73.916927
zzw-222@627-wh3-fs5,Pedal Boat Rentals,40.663346,-73.976813
222-224@627-s8r-f75,Frida's Favorites,40.753237,-73.982156
zzz-222@627-wh3-4gk,Park Prospect,40.662939,-73.988854
zzz-222@627-s94-vmk,Brevoort Playground,40.680428,-73.922763
zzz-222@627-wgy-3yv,American Veterans Memorial Pier,40.639974,-74.037985
zzz-222@627-s8z-8y9,Dodger Playground,40.664874,-73.952357
zzz-222@627-s64-xbk,Van CortlandtS Tail,40.886087,-73.899719
222-223@627-wh4-td9,Wheel Fun Rentals Prospect Park,40.6573,-73.964004
zzz-222@627-s8x-7dv,Betsy Head Park,40.664675,-73.911889
zzy-222@627-wh5-2rk,Cemitas El Tigre,40.656902,-73.970379
zzy-222@627-s86-xbk,London Planetree Skate Park,40.686339,-73.853284
zzy-226@627-wbz-s89,Zuccotti Park,40.709355,-74.0115
zzz-222@627-w9g-psq,Lt Lia Playground,40.643585,-74.079999
zzz-222@627-wgb-6p9,P S 181,40.648047,-73.945542
zzz-222@627-vsz-6rk,Arden Woods,40.557227,-74.191097
zzz-222@627-wdg-99f,Lot Surf,40.573844,-73.988064
zzz-223@627-wdk-dy9,I S 234,40.604162,-73.954893
zzz-222@627-sb7-vpv,Sitting Area Hoyt,40.776264,-73.923235
zzw-222@627-wc8-sh5,Bridge Park,40.700774,-73.985154
zzy-222@627-s8m-zpv,Dutch Kills Green,40.751599,-73.939993
zzz-222@627-tkd-jgk,Redfern Playground,40.611279,-73.749364
zzw-223@627-wbn-b49,Chelsea Music Hall,40.743173,-74.007174
zzz-223@627-s87-r8v,P S 66q,40.698053,-73.846349
zzz-222@627-s4q-zxq,Gertrude Ederle Recreation Center,40.77134,-73.988677
zzz-222@627-s8w-dqf,I S 394,40.672695,-73.928957
235-222@627-wgw-nt9,Beth Rachel School of Boro Park,40.627108,-73.992844
zzz-222@627-vss-zzz,Lemon Creek Park,40.513884,-74.198613
zzy-224@627-wh3-fs5,Harmony Playground,40.663652,-73.978008
zzz-222@627-vtz-75z,CloveS Tail,40.613276,-74.114039
zzz-222@627-s8v-wp9,Sumner Playground,40.697143,-73.942951
zzy-222@627-wh3-fs5,Prospect Park Bandshell,40.663365,-73.976986
zzz-222@627-sb6-xbk,Overlook Park,40.770553,-73.873002
zzz-222@627-vtj-vj9,The Tides,40.53045,-74.241452
zzz-222@627-s8v-xkf,Willoughby Playground,40.694414,-73.946724
zzw-222@627-sb8-nt9,Astoria Park,40.779967,-73.921742
zzy-222@627-s4m-249,Soldiers' & Sailors' Monument,40.792091,-73.978911
222-222@627-vvg-sqz,Amboy Auto Spa,40.565036,-74.131445
zzw-222@627-s64-pqf,Central Parking System,40.892255,-73.909268
zzz-222@627-vsp-2kz,Blueberry Park,40.528398,-74.160313
zzw-223@627-wg4-nh5,Central Parking System,40.631009,-73.946309
zzz-223@627-wg7-p9z,P S 631,40.659542,-73.913489
22n-223@627-wc7-qfz,The Public Theater,40.728961,-73.991722
zzy-226@627-wc6-zxq,New York City Department Of Parks And Recreation,40.722302,-74.005048
zzw-222@627-rvg-8qf,Snack Boss,40.853974,-73.801415
zzw-226@627-s8r-ckf,Central Parking,40.753198,-73.979281
zzz-222@627-s93-t7q,Jhs 162 The Willoughby,40.70694,-73.919445
zzz-222@627-tk3-xh5,Bayswater Park,40.599795,-73.770206
zzz-222@627-sbf-q4v,Playground One Thirty Four Cxxxiv,40.80289,-73.917122
zzw-223@627-s8h-wc5,Madison Square Park Dog Run,40.740432,-73.988094
zzz-222@627-vv4-dd9,P S 54,40.602656,-74.137377
zzw-222@627-s4k-xh5,Dinosaur Playground,40.789632,-73.980239
zzy-222@627-rw8-dgk,Central Parking,40.850317,-73.845121
zzz-222@627-wfc-jn5,P S 102,40.634398,-74.028545
